nation,worldCupYear,playerName,playerId,jerseyNumber,rating,position,attack,defense,isLegendary
BUL,1994,Nikolov,plamen-nikolov,12,70,GK,0,70,false
BUL,1994,Yordanov,ivaylo-yordanov,13,73,LM/CM,33,33,false
BUL,1994,Genchev,boncho-genchev,14,74,CM/LM,33,33,false
BUL,1994,N. Iliev,nikolay-iliev,15,71,CB/RB,9,71,false
BUL,1994,Kiryakov,iliyan-kiryakov,16,74,RB/LM,33,74,false
BUL,1994,Mihtarski,petar-mihtarski,17,72,RW/ST,72,9,false
BUL,1994,Aleksandrov,petar-aleksandrov,18,73,ST/RW,73,9,false
BUL,1994,Georgiev,georgi-georgiev,19,71,CM/LM,32,32,false
BUL,1994,Balakov,krasimir-balakov,20,83,CM/LM,37,37,false
BUL,1994,Yotov,velko-yotov,21,70,ST/LM,70,32,false
BUL,1994,Andonov,ivaylo-andonov,22,71,ST/LW,71,9,false
CHI,1974,Vallejos,leopoldo-vallejos,1,76,GK,0,76,false
CHI,1974,García,rolando-garcia,2,73,RB,9,73,false
CHI,1974,Quintano,alberto-quintano,3,77,CB,9,77,false
CHI,1974,Arias,antonio-arias,4,74,LB,9,74,false
CHI,1974,Figueroa,elias-figueroa,5,93,CB,11,93,true
CHI,1974,Rodríguez,juan-rodriguez-vega,6,74,CB/RM,33,74,false
CHI,1974,Caszely,carlos-caszely,7,88,LW/ST,88,11,true
CHI,1974,Valdés,francisco-valdes,8,82,CM/RW,82,37,false
CHI,1974,Ahumada,sergio-ahumada,9,75,LW/ST,75,9,false
CHI,1974,Reinoso,carlos-reinoso,10,89,CM,40,40,true
CHI,1974,Véliz,leonardo-veliz,11,78,LW/ST,78,9,false
CHI,1974,Machuca,juan-machuca,12,72,RB/RM,32,72,false
CHI,1974,González,rafael-gonzalez,13,73,CB,9,73,false
CHI,1974,Lara,alfonso-lara,14,75,CM/LM,34,34,false
CHI,1974,Galindo,mario-galindo,15,72,CB/LB,9,72,false
CHI,1974,Páez,guillermo-paez,16,76,CM,34,34,false
CHI,1974,Yávar,guillermo-yavar,17,77,CM/RW,77,35,false
CHI,1974,Socías,jorge-socias,18,74,CM/LM,33,33,false
CHI,1974,Farías,rogelio-farias,19,73,CM/RM,33,33,false
CHI,1974,Castro,osvaldo-castro,20,76,RW/ST,76,9,false
CHI,1974,Olivares,juan-olivares,21,70,GK,0,70,false
CHI,1974,Nef,adolfo-nef,22,68,GK,0,68,false
CHI,2010,Bravo,claudio-bravo,1,83,GK,0,83,true
CHI,2010,Fuentes,ismael-fuentes,2,72,RB,9,72,false
CHI,2010,Ponce,waldo-ponce,3,74,CB,9,74,false
CHI,2010,Isla,mauricio-isla,4,82,RB/RM,37,82,false
CHI,2010,Contreras,pablo-contreras,5,77,CB,9,77,false
CHI,2010,Carmona,carlos-carmona,6,75,CM/RM,34,34,false
CHI,2010,Alexis,alexis-sanchez,7,87,LW/RW/ST,87,10,true
CHI,2010,Vidal,arturo-vidal,8,86,CM/RM,39,39,false
CHI,2010,Suazo,humberto-suazo,9,82,ST,82,10,false
CHI,2010,Valdivia,jorge-valdivia,10,83,CM/LW,83,37,false
CHI,2010,M. González,mark-gonzalez,11,78,RW/LW,78,9,false
CHI,2010,Pinto,miguel-pinto,12,72,GK,0,72,false
CHI,2010,Estrada,marco-estrada,13,74,CM/RM,33,33,false
CHI,2010,M. Fernández,matias-fernandez,14,79,CM/LW,79,36,false
CHI,2010,Beausejour,jean-beausejour,15,79,LB/LM,36,79,false
CHI,2010,Orellana,fabian-orellana,16,76,LW/RW,76,9,false
CHI,2010,Medel,gary-medel,17,82,CB/CM,37,82,false
CHI,2010,Jara,gonzalo-jara,18,79,CB/RB,9,79,false
CHI,2010,Fierro,gonzalo-fierro,19,73,CB/LB,9,73,false
CHI,2010,Millar,rodrigo-millar,20,74,CM/LM,33,33,false
CHI,2010,Tello,rodrigo-tello,21,75,LW/LM,75,34,false
CHI,2010,Paredes,esteban-paredes,22,76,ST,76,9,false
CHI,2014,Bravo,claudio-bravo,1,83,GK,0,83,false
CHI,2014,Mena,eugenio-mena,2,77,LB/LM,35,77,false
CHI,2014,Albornoz,miiko-albornoz,3,72,LB/LM,32,72,false
CHI,2014,Isla,mauricio-isla,4,80,RB/RM/RW,80,80,false
CHI,2014,F. Silva,francisco-silva,5,74,CM/RM/CB,33,74,false
CHI,2014,Carmona,carlos-carmona,6,76,CM/RM,34,34,false
CHI,2014,Alexis,alexis-sanchez,7,88,RW/ST/LW,88,11,true
CHI,2014,Vidal,arturo-vidal,8,87,CM/RM,39,39,true
CHI,2014,Pinilla,mauricio-pinilla,9,76,ST/LW,76,9,false
CHI,2014,Valdivia,jorge-valdivia,10,79,CM/LM,36,36,false
CHI,2014,Vargas,eduardo-vargas,11,82,ST/LW/RW,82,10,false
CHI,2014,Toselli,cristopher-toselli,12,70,GK,0,70,false
CHI,2014,Rojas,jose-manuel-rojas,13,74,CB,9,74,false
CHI,2014,Orellana,fabian-orellana,14,75,LM/LW/RW,75,34,false
CHI,2014,Beausejour,jean-beausejour,15,78,LM/LB/LW,78,78,false
CHI,2014,F. Gutiérrez,felipe-gutierrez,16,73,CM/LM,33,33,false
CHI,2014,Medel,gary-medel,17,82,CB/CM,37,82,false
CHI,2014,Jara,gonzalo-jara,18,77,CB/RB,9,77,false
CHI,2014,Fuenzalida,jose-pedro-fuenzalida,19,73,RM/RW/LM,73,33,false
CHI,2014,Aránguiz,charles-aranguiz,20,80,CM/RM,36,36,false
CHI,2014,M. Díaz,marcelo-diaz,21,79,CM/RM,36,36,false
CHI,2014,Paredes,esteban-paredes,22,73,ST/RW,73,9,false
CHI,2014,Herrera,johnny-herrera,23,71,GK,0,71,false
CIV,2006,Tizié,jean-jacques-tizie,1,75,GK,0,75,false
CIV,2006,Akalé,kanga-akale,2,74,RW/RM,74,33,false
CIV,2006,Boka,arthur-boka,3,79,LB,9,79,false
CIV,2006,Kolo Touré,kolo-toure,4,84,CB,10,84,false
CIV,2006,Zokora,didier-zokora,5,81,CM/RM,36,36,false
CIV,2006,Kouassi,blaise-kouassi,6,74,CB,9,74,false
CIV,2006,Faé,emerse-fae,7,76,CM,34,34,false
CIV,2006,B. Kalou,bonaventure-kalou,8,77,LM/LW,77,35,false
CIV,2006,Arouna Koné,arouna-kone,9,77,ST,77,9,false
CIV,2006,Yapi Yapo,gilles-yapi-yapo,10,75,CM,34,34,false
CIV,2006,Drogba,didier-drogba,11,88,ST,88,11,true
CIV,2006,Méïté,abdoulaye-meite,12,77,CB,9,77,false
CIV,2006,Zoro,marco-zoro,13,74,CB/RB,9,74,false
CIV,2006,Bakari Koné,bakari-kone,14,77,LW/ST,77,9,false
CIV,2006,Dindane,aruna-dindane,15,79,ST,79,9,false
CIV,2006,Gnanhouan,gerard-gnanhouan,16,72,GK,0,72,false
CIV,2006,Domoraud,cyril-domoraud,17,74,CB/CM,33,74,false
CIV,2006,Kader Keïta,abdul-kader-keita,18,79,RW/LM,79,36,false
CIV,2006,Yaya Touré,yaya-toure,19,83,CM,37,37,false
CIV,2006,Demel,guy-demel,20,76,RB,9,76,false
CIV,2006,Eboué,emmanuel-eboue,21,79,RB,9,79,false
CIV,2006,Romaric,romaric,22,75,CM/LM,34,34,false
CIV,2006,Barry,boubacar-barry,23,75,GK,0,75,false
CIV,2010,Barry,boubacar-barry,1,77,GK,0,77,false
CIV,2010,Angoua,benjamin-angoua,2,73,CB,9,73,false
CIV,2010,Boka,arthur-boka,3,80,LB,10,80,false
CIV,2010,Kolo Touré,kolo-toure,4,84,CB,10,84,false
CIV,2010,Zokora,didier-zokora,5,81,CM/RM,36,36,false
CIV,2010,Gohouri,steve-gohouri,6,74,CB,9,74,false
CIV,2010,Doumbia,seydou-doumbia,7,78,ST,78,9,false
CIV,2010,Kalou,salomon-kalou,8,81,LW/ST,81,10,false
CIV,2010,Tioté,cheick-tiote,9,80,CM,36,36,false
CIV,2010,Gervinho,gervinho,10,80,RW/LW,80,10,false
CIV,2010,Drogba,didier-drogba,11,88,ST,88,11,true
CIV,2010,Gosso,jean-jacques-gosso,12,74,CM,33,33,false
CIV,2010,Romaric,romaric,13,76,CM/LM,34,34,false
CIV,2010,E. Koné,emmanuel-kone,14,73,RM/CM,33,33,false
CIV,2010,Dindane,aruna-dindane,15,78,ST,78,9,false
CIV,2010,Zogbo,aristide-zogbo,16,74,GK,0,74,false
CIV,2010,Tiéné,siaka-tiene,17,76,LB/RB,9,76,false
CIV,2010,Kader Keïta,abdul-kader-keita,18,79,RW/LM,79,36,false
CIV,2010,Yaya Touré,yaya-toure,19,86,CM,39,39,false
CIV,2010,Demel,guy-demel,20,77,RB/CB,9,77,false
CIV,2010,Eboué,emmanuel-eboue,21,80,RB,10,80,false
CIV,2010,Bamba,sol-bamba,22,75,CB,9,75,false
CIV,2010,Yeboah,daniel-yeboah,23,70,GK,0,70,false
CIV,2014,Barry,boubacar-barry,1,76,GK,0,76,false
CIV,2014,Viera,ousmane-viera,2,72,CB,9,72,false
CIV,2014,Boka,arthur-boka,3,77,LB,9,77,false
CIV,2014,Kolo Touré,kolo-toure,4,81,CB,10,81,false
CIV,2014,Zokora,didier-zokora,5,78,CB/CM,35,78,false
CIV,2014,Bolly,mathis-bolly,6,72,LW/RW,72,9,false
CIV,2014,Akpa Akpro,jean-daniel-akpa-akpro,7,73,RB/RM,33,73,false
CIV,2014,Kalou,salomon-kalou,8,80,LW/ST,80,10,false
CIV,2014,Tioté,cheick-tiote,9,80,CM,36,36,false
CIV,2014,Gervinho,gervinho,10,81,RW/LW,81,10,false
CIV,2014,Drogba,didier-drogba,11,82,ST,82,10,true
CIV,2014,Bony,wilfried-bony,12,82,ST,82,10,false
CIV,2014,Ya Konan,didier-ya-konan,13,75,ST,75,9,false
CIV,2014,Diomandé,ismael-diomande,14,74,CM/RM,33,33,false
CIV,2014,Gradel,max-gradel,15,78,LW/LM,78,35,false
CIV,2014,Gbohouo,sylvain-gbohouo,16,73,GK,0,73,false
CIV,2014,Aurier,serge-aurier,17,81,RB,10,81,false
CIV,2014,Djakpa,constant-djakpa,18,74,LB/CB,9,74,false
CIV,2014,Yaya Touré,yaya-toure,19,87,CM,39,39,false
CIV,2014,Serey Dié,serey-die,20,76,CM,34,34,false
CIV,2014,Sio,giovanni-sio,21,75,ST/RW,75,9,false
CIV,2014,Bamba,sol-bamba,22,77,CB,9,77,false
CIV,2014,Mandé,sayouba-mande,23,71,GK,0,71,false
CMR,1982,N'Kono,thomas-nkono,1,80,GK,0,80,true
CMR,1982,Kaham,michel-kaham,2,70,RB,8,70,false
CMR,1982,Enoka,edmond-enoka,3,69,CB,8,69,false
CMR,1982,N'Djeya,rene-ndjeya,4,72,CB,9,72,false
CMR,1982,Onana,elie-onana,5,71,CB/RM,32,71,false
CMR,1982,Kundé,emmanuel-kunde,6,76,CB,9,76,false
CMR,1982,M'Bom,ephrem-mbom,7,70,CM,32,32,false
CMR,1982,M'Bida,gregoire-mbida,8,75,CM,34,34,false
CMR,1982,Milla,roger-milla,9,79,ST/LW,79,9,true
CMR,1982,Tokoto,jean-pierre-tokoto,10,76,CM/LW,76,34,false
CMR,1982,Toubé,charles-toube,11,71,RM/CM,32,32,false
CMR,1982,Bell,joseph-antoine-bell,12,76,GK,0,76,false
CMR,1982,Bahoken,paul-bahoken,13,72,RW,72,9,false
CMR,1982,Abega,theophile-abega,14,77,CM,35,35,false
CMR,1982,N'Doumbé,francois-ndoumbe,15,69,LB,8,69,false
CMR,1982,Aoudou,ibrahim-aoudou,16,70,RB,8,70,false
CMR,1982,Kamga,joseph-kamga,17,70,CM/RM,32,32,false
CMR,1982,N'Guea,jacques-nguea,18,71,ST,71,9,false
CMR,1982,Enanga,joseph-enanga,19,69,CM/LM,31,31,false
CMR,1982,Eyobo,oscar-eyobo,20,68,LW/ST,68,8,false
CMR,1982,Ebongué,ernest-ebongue,21,67,RW,67,8,false
CMR,1982,Tchobang,simon-tchobang,22,68,GK,0,68,false
CMR,1990,Bell,joseph-antoine-bell,1,76,GK,0,76,false
CMR,1990,Kana-Biyik,andre-kana-biyik,2,75,CB/RB,9,75,false
CMR,1990,Onana,jules-onana,3,72,CM/CB,32,72,false
CMR,1990,Massing,benjamin-massing,4,74,CB/RB,9,74,false
CMR,1990,Ebwellé,bertin-ebwelle,5,71,LB/CB,9,71,false
CMR,1990,Kundé,emmanuel-kunde,6,78,CB/CM,35,78,false
CMR,1990,Omam-Biyik,francois-omam-biyik,7,80,ST/RW,80,10,false
CMR,1990,Mbouh,emile-mbouh,8,74,RM/CM,33,33,false
CMR,1990,Milla,roger-milla,9,82,ST/LW,82,10,true
CMR,1990,M'Fédé,louis-paul-mfede,10,75,LM/CM,34,34,false
CMR,1990,Ekéké,eugene-ekeke,11,73,ST/RW,73,9,false
CMR,1990,Yombi,alphonse-yombi,12,66,CB/LB,8,66,false
CMR,1990,Pagal,jean-claude-pagal,13,71,LB/LM,32,71,false
CMR,1990,Tataw,stephen-tataw,14,76,RB/CB,9,76,false
CMR,1990,Libiih,thomas-libiih,15,68,CM/CB,31,68,false
CMR,1990,N'Kono,thomas-nkono,16,80,GK,0,80,true
CMR,1990,N'Dip,victor-ndip,17,72,CB/RB,9,72,false
CMR,1990,Djonkep,bonaventure-djonkep,18,70,LW/ST,70,8,false
CMR,1990,Feutmba,roger-feutmba,19,67,RM/CM,30,30,false
CMR,1990,Makanaky,cyrille-makanaky,20,77,LM/LW,77,35,false
CMR,1990,Maboang,emmanuel-maboang,21,70,RM/CM,32,32,false
CMR,1990,Songo'o,jacques-songoo,22,70,GK,0,70,false
COL,1990,Higuita,rene-higuita,1,84,GK,21,84,true
COL,1990,A. Escobar,andres-escobar,2,81,CB/RB,10,81,false
COL,1990,G. Gómez,gildardo-gomez,3,73,CB/RB,9,73,false
COL,1990,L. Herrera,luis-herrera,4,76,RB/RM,34,76,false
COL,1990,León Villa,leon-villa,5,72,CM/RM,32,32,false
COL,1990,Pérez,jose-ricardo-perez,6,72,CB/RB,9,72,false
COL,1990,Estrada,carlos-estrada,7,72,RW/ST,72,9,false
COL,1990,Barrabás Gómez,gabriel-gomez,8,76,CM/RM,34,34,false
COL,1990,Guerrero,miguel-guerrero,9,72,LW/ST,72,9,false
COL,1990,Valderrama,carlos-valderrama,10,85,CM/LM,38,38,true
COL,1990,Redín,bernardo-redin,11,77,CM/LM,35,35,false
COL,1990,Niño,eduardo-nino,12,71,GK,0,71,false
COL,1990,Hoyos,carlos-hoyos,13,70,CB,8,70,false
COL,1990,Álvarez,leonel-alvarez,14,80,CM/RM,36,36,false
COL,1990,Perea,luis-carlos-perea,15,78,CB,9,78,false
COL,1990,Iguarán,arnoldo-iguaran,16,80,ST/RW,80,10,false
COL,1990,Cassiani,geovanis-cassiani,17,71,LB/LM,32,71,false
COL,1990,Cabrera,wilmer-cabrera,18,75,LB/RB/RM,34,75,false
COL,1990,Rincón,freddy-rincon,19,83,CM/RM/RW,83,37,false
COL,1990,Fajardo,luis-fajardo,20,70,LM/CM,32,32,false
COL,1990,Mendoza,alexis-mendoza,21,73,LB/CB,9,73,false
COL,1990,Hernández,ruben-dario-hernandez,22,74,ST/LW,74,9,false
COL,1998,Ó. Córdoba,oscar-cordoba,1,82,GK,0,82,false
COL,1998,I. Córdoba,ivan-cordoba,2,79,CB/RB,9,79,false
COL,1998,Palacios,ever-palacios,3,67,LB,8,67,false
COL,1998,Santa,jose-santa,4,75,CB,9,75,false
COL,1998,Bermúdez,jorge-bermudez,5,80,CB,10,80,false
COL,1998,Serna,mauricio-serna,6,77,CM/RM,35,35,false
COL,1998,De Ávila,antony-de-avila,7,76,ST/LW,76,9,false
COL,1998,H. Lozano,harold-lozano,8,75,RB/RM,34,75,false
COL,1998,A. Valencia,adolfo-valencia,9,78,ST/RW,78,9,false
COL,1998,Valderrama,carlos-valderrama,10,84,CM,38,38,true
COL,1998,Asprilla,faustino-asprilla,11,86,ST/LW,86,10,true
COL,1998,Calero,miguel-calero,12,73,GK,0,73,false
COL,1998,Cabrera,wilmer-cabrera,13,75,LB/RM,34,75,false
COL,1998,Bolaño,jorge-bolano,14,68,CM,31,31,false
COL,1998,Aristizábal,victor-aristizabal,15,79,ST,79,9,false
COL,1998,Moreno,luis-antonio-moreno,16,72,RB/CB,9,72,false
COL,1998,A. Estrada,andres-estrada,17,70,CM/LM,32,32,false
COL,1998,Pérez,john-wilmar-perez,18,73,CM/RM,33,33,false
COL,1998,Rincón,freddy-rincon,19,83,CM/RM,37,37,false
COL,1998,Ricard,hamilton-ricard,20,75,ST,75,9,false
COL,1998,L. Preciado,leider-preciado,21,70,LW/ST,70,8,false
COL,1998,Mondragón,faryd-mondragon,22,78,GK,0,78,false
COL,2014,Ospina,david-ospina,1,83,GK,0,83,false
COL,2014,Zapata,cristian-zapata,2,79,CB,9,79,false
COL,2014,Yepes,mario-yepes,3,81,CB,10,81,false
COL,2014,Arias,santiago-arias,4,78,RB/RM,35,78,false
COL,2014,Carbonero,carlos-carbonero,5,71,LM/CM,32,32,false
COL,2014,C. Sánchez,carlos-sanchez,6,78,CM/RM,35,35,false
COL,2014,Armero,pablo-armero,7,78,LB/LM,35,78,false
COL,2014,Aguilar,abel-aguilar,8,78,CM/RM,35,35,false
COL,2014,Teo,teofilo-gutierrez,9,80,ST/LW,80,10,false
COL,2014,James,james-rodriguez,10,86,CM/LM/LW,86,39,true
COL,2014,Cuadrado,juan-cuadrado,11,84,RW/RM/LM,84,38,false
COL,2014,Vargas,camilo-vargas,12,71,GK,0,71,false
COL,2014,Guarín,fredy-guarin,13,82,CM/RM/LM,37,37,false
COL,2014,Ibarbo,victor-ibarbo,14,74,LW/ST/RW,74,9,false
COL,2014,Mejía,alexander-mejia,15,74,CM/RM,33,33,false
COL,2014,Balanta,eder-alvarez-balanta,16,74,CB/CM,33,74,false
COL,2014,Bacca,carlos-bacca,17,80,ST/RW,80,10,false
COL,2014,Zúñiga,juan-camilo-zuniga,18,77,RB/LB/RM,35,77,false
COL,2014,A. Ramos,adrian-ramos,19,77,ST/RW,77,9,false
COL,2014,Quintero,juan-fernando-quintero,20,77,CM/LM,35,35,false
COL,2014,J. Martínez,jackson-martinez,21,82,ST/LW,82,10,false
COL,2014,Mondragón,faryd-mondragon,22,70,GK,0,70,false
COL,2014,Valdés,carlos-valdes,23,73,CB/RB,9,73,false
CRC,2014,Navas,keylor-navas,1,82,GK,0,82,false
CRC,2014,Acosta,jhonny-acosta,2,74,CB/RB,9,74,false
CRC,2014,González,giancarlo-gonzalez,3,78,CB,9,78,false
CRC,2014,Umaña,michael-umana,4,75,CB,9,75,false
CRC,2014,Borges,celso-borges,5,78,CM/RM,35,35,false
CRC,2014,Duarte,oscar-duarte,6,75,CB,9,75,false
CRC,2014,Bolaños,christian-bolanos,7,76,RM/RW/CM,76,34,false
CRC,2014,Myrie,david-myrie,8,71,RB/RM,32,71,false
CRC,2014,Campbell,joel-campbell,9,79,RW/ST/LW,79,9,false
CRC,2014,Ruiz,bryan-ruiz,10,80,CM/LW/ST,80,36,false
CRC,2014,Barrantes,michael-barrantes,11,72,LM/LW/CM,72,32,false
CRC,2014,Francis,waylon-francis,12,71,LB,9,71,false
CRC,2014,Granados,oscar-granados,13,68,CM/RM,31,31,false
CRC,2014,Brenes,randall-brenes,14,71,ST/RW,71,9,false
CRC,2014,Díaz,junior-diaz,15,74,LB/LM,33,74,false
CRC,2014,Gamboa,cristian-gamboa,16,74,RB/RM,33,74,false
CRC,2014,Tejeda,yeltsin-tejeda,17,74,CM/RM,33,33,false
CRC,2014,Pemberton,patrick-pemberton,18,68,GK,0,68,false
CRC,2014,Miller,roy-miller,19,72,LB/CB,9,72,false
CRC,2014,Calvo,diego-calvo,20,70,LM/LW/CM,70,32,false
CRC,2014,Ureña,marco-urena,21,73,ST/LW,73,9,false
CRC,2014,Cubero,jose-miguel-cubero,22,70,CM/RM/CB,32,70,false
CRC,2014,Cambronero,daniel-cambronero,23,66,GK,0,66,false
CRO,1998,Ladić,drazen-ladic,1,80,GK,0,80,false
CRO,1998,Krpan,petar-krpan,2,70,ST/RW,70,8,false
CRO,1998,Šerić,anthony-seric,3,71,LB/CB,9,71,false
CRO,1998,Štimac,igor-stimac,4,80,CB,10,80,false
CRO,1998,Jurić,goran-juric,5,74,CB,9,74,false
CRO,1998,Bilić,slaven-bilic,6,80,CB/RB,10,80,false
CRO,1998,Asanović,aljosa-asanovic,7,83,CM/LM,37,37,false
CRO,1998,Prosinečki,robert-prosinecki,8,85,CM/RM,38,38,true
CRO,1998,Šuker,davor-suker,9,88,ST/LW,88,11,true
CRO,1998,Boban,zvonimir-boban,10,86,CM/RM,39,39,true
CRO,1998,Marić,silvio-maric,11,74,CM/LM,33,33,false
CRO,1998,Mrmić,marijan-mrmic,12,71,GK,0,71,false
CRO,1998,Stanić,mario-stanic,13,80,RM/RW/CM,80,36,false
CRO,1998,Soldo,zvonimir-soldo,14,79,CM/RM/CB,36,79,false
CRO,1998,Tudor,igor-tudor,15,78,CB,9,78,false
CRO,1998,Kozniku,ardian-kozniku,16,72,LW/ST,72,9,false
CRO,1998,Jarni,robert-jarni,17,83,LB/LM,37,83,false
CRO,1998,Mamić,zoran-mamic,18,74,RB/RM,33,74,false
CRO,1998,Vlaović,goran-vlaovic,19,79,ST/RW,79,9,false
CRO,1998,Šimić,dario-simic,20,79,RB/CB,9,79,false
CRO,1998,Jurčić,krunoslav-jurcic,21,73,CM/RM,33,33,false
CRO,1998,Vasilj,vladimir-vasilj,22,69,GK,0,69,false
CRO,2018,Livaković,dominik-livakovic,1,76,GK,0,76,false
CRO,2018,Vrsaljko,sime-vrsaljko,2,81,RB/RM,36,81,false
CRO,2018,Strinić,ivan-strinic,3,77,LB,9,77,false
CRO,2018,Perišić,ivan-perisic,4,84,LW/LM/ST,84,38,false
CRO,2018,Ćorluka,vedran-corluka,5,78,CB/RB,9,78,false
CRO,2018,Lovren,dejan-lovren,6,81,CB,10,81,false
CRO,2018,Rakitić,ivan-rakitic,7,85,CM/RM,38,38,false
CRO,2018,Kovačić,mateo-kovacic,8,82,CM/RM,37,37,false
CRO,2018,Kramarić,andrej-kramaric,9,80,ST/LW,80,10,false
CRO,2018,Modrić,luka-modric,10,90,CM/RM,41,41,true
CRO,2018,Brozović,marcelo-brozovic,11,82,CM/RM,37,37,false
CRO,2018,Lovre Kalinić,lovre-kalinic,12,72,GK,0,72,false
CRO,2018,Jedvaj,tin-jedvaj,13,74,RB/CB,9,74,false
CRO,2018,Bradarić,filip-bradaric,14,73,CM/RM,33,33,false
CRO,2018,Ćaleta-Car,duje-caleta-car,15,76,CB,9,76,false
CRO,2018,Nikola Kalinić,nikola-kalinic,16,77,ST,77,9,false
CRO,2018,Mandžukić,mario-mandzukic,17,84,ST/LW,84,10,false
CRO,2018,Rebić,ante-rebic,18,79,RW/ST/LW,79,9,false
CRO,2018,Badelj,milan-badelj,19,76,CM/RM,34,34,false
CRO,2018,Pjaca,marko-pjaca,20,74,LW/RW,74,9,false
CRO,2018,Vida,domagoj-vida,21,80,CB,10,80,false
CRO,2018,Pivarić,josip-pivaric,22,74,LB,9,74,false
CRO,2018,Subašić,danijel-subasic,23,80,GK,0,80,false
CRO,2022,Livaković,dominik-livakovic,1,87,GK,0,87,false
CRO,2022,Barišić,borna-barisic,3,78,LB/RB,9,78,false
CRO,2022,Perišić,ivan-perisic,4,87,LW/RW,87,10,true
CRO,2022,Lovren,dejan-lovren,6,81,CB,10,81,false
CRO,2022,Majer,lovro-majer,7,80,CM/RW/RM,80,36,false
CRO,2022,Kovačić,mateo-kovacic,8,87,CM,39,39,false
CRO,2022,Kramarić,andrej-kramaric,9,85,ST/CM,85,38,false
CRO,2022,Modrić,luka-modric,10,92,CM,41,41,true
CRO,2022,Brozović,marcelo-brozovic,11,86,CM,39,39,false
CRO,2022,Grbić,ivo-grbic,12,74,GK,0,74,false
CRO,2022,Vlašić,nikola-vlasic,13,82,CM/LW/LM,82,37,false
CRO,2022,Livaja,marko-livaja,14,77,ST/LW,77,9,false
CRO,2022,Pašalić,mario-pasalic,15,81,CM,36,36,false
CRO,2022,Petković,bruno-petkovic,16,78,ST,78,9,false
CRO,2022,Budimir,ante-budimir,17,76,ST,76,9,false
CRO,2022,Oršić,mislav-orsic,18,79,LW/RW,79,9,false
CRO,2022,Sosa,borna-sosa,19,80,LB,10,80,false
CRO,2022,Gvardiol,josko-gvardiol,20,87,CB/LB,10,87,false
CRO,2022,Vida,domagoj-vida,21,76,CB,9,76,false
CRO,2022,Juranović,josip-juranovic,22,80,RB,10,80,false
CRO,2022,Ivušić,ivica-ivusic,23,72,GK,0,72,false
CRO,2022,Sučić,luka-sucic,25,76,CM,34,34,false
CZE,1990,Stejskal,jan-stejskal,1,78,GK,0,78,false
CZE,1990,Bielik,julius-bielik,2,74,CB/CM,33,74,false
CZE,1990,Kadlec,miroslav-kadlec,3,79,CB/LB,9,79,false
CZE,1990,Hašek,ivan-hasek,4,81,CM/RM,36,36,false
CZE,1990,Kocian,jan-kocian,5,78,CB,9,78,false
CZE,1990,Straka,frantisek-straka,6,77,CB/RB,9,77,false
CZE,1990,Bílek,michal-bilek,7,78,CM/LM,35,35,false
CZE,1990,Chovanec,jozef-chovanec,8,80,CM/RM,36,36,false
CZE,1990,Kubík,lubos-kubik,9,80,CB/CM,36,80,false
CZE,1990,Skuhravý,tomas-skuhravy,10,82,ST,82,10,false
CZE,1990,Moravčík,lubomir-moravcik,11,82,LM/LW,82,37,false
CZE,1990,Fieber,peter-fieber,12,74,RW/LW,74,9,false
CZE,1990,Němec,jiri-nemec,13,76,CM/RB,34,76,false
CZE,1990,Weiss,vladimir-weiss,14,75,RB/CB,9,75,false
CZE,1990,Kinier,vladimir-kinier,15,73,CB,9,73,false
CZE,1990,Hýravý,viliam-hyravy,16,73,RM/CM,33,33,false
CZE,1990,Knoflíček,ivo-knoflicek,17,77,LW/RW,77,9,false
CZE,1990,Luhový,milan-luhovy,18,78,ST,78,9,false
CZE,1990,Griga,stanislav-griga,19,77,ST/RW,77,9,false
CZE,1990,Němeček,vaclav-nemecek,20,75,CM/LM,34,34,false
CZE,1990,Mikloško,ludek-miklosko,21,78,GK,0,78,false
CZE,1990,Palúch,peter-paluch,22,73,LB/CB,9,73,false
CZE,2006,Čech,petr-cech,1,88,GK,0,88,true
CZE,2006,Grygera,zdenek-grygera,2,79,RB/CB,9,79,false
CZE,2006,Mareš,pavel-mares,3,74,LB/CB,9,74,false
CZE,2006,Galásek,tomas-galasek,4,79,CM/RM,36,36,false
CZE,2006,Kováč,radoslav-kovac,5,76,CM/CB,34,76,false
CZE,2006,Jankulovski,marek-jankulovski,6,81,LB/LM,36,81,false
CZE,2006,Sionko,libor-sionko,7,76,RW/LW,76,9,false
CZE,2006,Poborský,karel-poborsky,8,82,RW/RM,82,37,false
CZE,2006,Koller,jan-koller,9,82,ST,82,10,false
CZE,2006,Rosický,tomas-rosicky,10,85,CM/RM,38,38,false
CZE,2006,Nedvěd,pavel-nedved,11,88,CM/LM,40,40,true
CZE,2006,Lokvenc,vratislav-lokvenc,12,75,ST,75,9,false
CZE,2006,Jiránek,martin-jiranek,13,77,CB,9,77,false
CZE,2006,Jarolím,david-jarolim,14,76,CM/RM,34,34,false
CZE,2006,Baroš,milan-baros,15,81,ST/LW,81,10,false
CZE,2006,Blažek,jaromir-blazek,16,74,GK,0,74,false
CZE,2006,Štajner,jiri-stajner,17,74,LW/ST,74,9,false
CZE,2006,Heinz,marek-heinz,18,74,LM/LW,74,33,false
CZE,2006,Polák,jan-polak,19,76,CM/RM,34,34,false
CZE,2006,Plašil,jaroslav-plasil,20,75,CM/LM,34,34,false
